text,intent,query_json
¿quiénes son los mejores técnicos en comisión de la plataforma?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""tecnico"", ""metric"": ""total_comisiones"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""limit"": 15, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
¿quiénes son los mejores casos en tiempo promedio en llegar?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""incidente"", ""metric"": ""avg_llegada"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""limit"": 15, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
Muéstrame todos los técnicos zona oeste?,LIST,"{""intent"": ""LIST"", ""entity"": ""tecnico"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""zona"": ""oeste""}, ""time_range"": ""ultima_semana"", ""limit"": 20, ""visualization"": ""table""}"
"¿quién tiene mejor cuántos rechazan los servicios, taller juan o taller oeste?",COMPARE,"{""intent"": ""COMPARE"", ""entity"": ""taller"", ""metric"": ""tasa_rechazo"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""compare"": [""taller Juan"", ""taller Oeste""], ""visualization"": ""bar""}"
Muéstrame el facturación total del último mes?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""tecnico"", ""metric"": ""total_ingresos"", ""group_by"": ""zona"", ""filters"": {}, ""time_range"": ""ultimo_mes"", ""visualization"": ""bar""}"
¿cuáles lideran en cuánto dinero ha ingresado entre los reportes?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""incidente"", ""metric"": ""total_ingresos"", ""group_by"": ""none"", ""filters"": {""prioridad"": ""ALTA""}, ""time_range"": ""none"", ""limit"": 5, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
¿cuál es la razón del aumento de asignaciones el último año?,EXPLAIN,"{""intent"": ""EXPLAIN"", ""entity"": ""asignacion"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_anio"", ""visualization"": ""text""}"
¿cómo ha cambiado el cuántas durante el último mes?,TREND,"{""intent"": ""TREND"", ""entity"": ""asignacion"", ""metric"": ""count"", ""group_by"": ""time"", ""filters"": {}, ""time_range"": ""ultimo_mes"", ""visualization"": ""line""}"
Dibuja los establecimientos misceláneos en un mapa?,MAP,"{""intent"": ""MAP"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {""tipo_codigo"": ""OTROS""}, ""time_range"": ""ultima_semana"", ""visualization"": ""map""}"
Dame el listado de técnicos zona oeste la última semana?,LIST,"{""intent"": ""LIST"", ""entity"": ""tecnico"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""zona"": ""oeste""}, ""time_range"": ""ultima_semana"", ""limit"": 10, ""visualization"": ""table""}"
Muéstrame los incidentes media prioridad en el mapa?,MAP,"{""intent"": ""MAP"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {""prioridad"": ""MEDIA""}, ""time_range"": ""hoy"", ""visualization"": ""map""}"
¿cómo ha cambiado el cuánto tarda en asignar ayer?,TREND,"{""intent"": ""TREND"", ""entity"": ""asignacion"", ""metric"": ""avg_asignacion"", ""group_by"": ""time"", ""filters"": {}, ""time_range"": ""ayer"", ""visualization"": ""line""}"
Gráfica de tendencia de cobros en los últimos 3 meses?,TREND,"{""intent"": ""TREND"", ""entity"": ""pago"", ""metric"": ""tasa_rechazo"", ""group_by"": ""time"", ""filters"": {}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""line""}"
Dime el porcentaje de rechazos de los talleres de otro tipo?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""taller"", ""metric"": ""tasa_rechazo"", ""group_by"": ""taller_id"", ""filters"": {""tipo_codigo"": ""OTROS""}, ""time_range"": ""ultimo_anio"", ""visualization"": ""bar""}"
Muéstrame la tendencia de pagos del último mes?,TREND,"{""intent"": ""TREND"", ""entity"": ""pago"", ""metric"": ""avg_calificacion"", ""group_by"": ""time"", ""filters"": {}, ""time_range"": ""ultimo_mes"", ""visualization"": ""line""}"
¿qué tiempo medio de llegada tienen los pagos en 2025?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""pago"", ""metric"": ""avg_llegada"", ""group_by"": ""dia"", ""filters"": {}, ""time_range"": ""ultimo_anio"", ""visualization"": ""bar""}"
¿qué tendencia muestran los pagos en los últimos 3 meses?,TREND,"{""intent"": ""TREND"", ""entity"": ""pago"", ""metric"": ""sum_monto"", ""group_by"": ""time"", ""filters"": {}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""line""}"
¿cuáles lideran en total pagado entre los técnicos?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""tecnico"", ""metric"": ""sum_monto"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""limit"": 10, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
¿cómo va el tiempo medio de asignación este mes?,TREND,"{""intent"": ""TREND"", ""entity"": ""pago"", ""metric"": ""avg_asignacion"", ""group_by"": ""time"", ""filters"": {}, ""time_range"": ""ultimo_mes"", ""visualization"": ""line""}"
¿cómo va el comisión de la plataforma este mes?,TREND,"{""intent"": ""TREND"", ""entity"": ""asignacion"", ""metric"": ""total_comisiones"", ""group_by"": ""time"", ""filters"": {}, ""time_range"": ""ayer"", ""visualization"": ""line""}"
¿cuál es la cantidad de asignaciones en junio?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""asignacion"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_mes"", ""visualization"": ""kpi_card""}"
Los reportes con mayor suma de montos?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""incidente"", ""metric"": ""sum_monto"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""BATERIA""}, ""time_range"": ""none"", ""limit"": 5, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
Mapa de calor de incidentes oeste durante el último mes?,MAP,"{""intent"": ""MAP"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {""zona"": ""oeste""}, ""time_range"": ""ultimo_mes"", ""visualization"": ""map""}"
¿qué ingresos totales tienen los establecimientos en la última semana?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""taller"", ""metric"": ""total_ingresos"", ""group_by"": ""semana"", ""filters"": {""tipo_codigo"": ""BATERIA""}, ""time_range"": ""ultima_semana"", ""visualization"": ""bar""}"
Compara el total de ingresos entre taller norte y taller lento?,COMPARE,"{""intent"": ""COMPARE"", ""entity"": ""taller"", ""metric"": ""total_ingresos"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""compare"": [""taller Norte"", ""taller Lento""], ""visualization"": ""bar""}"
Dime las diferencias de suma de montos entre taller lento y taller oeste?,COMPARE,"{""intent"": ""COMPARE"", ""entity"": ""taller"", ""metric"": ""sum_monto"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""compare"": [""taller Lento"", ""taller Oeste""], ""visualization"": ""bar""}"
Gráfica de tendencia de incidentes media prioridad el último trimestre?,TREND,"{""intent"": ""TREND"", ""entity"": ""incidente"", ""metric"": ""sum_monto"", ""group_by"": ""time"", ""filters"": {""prioridad"": ""MEDIA""}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""line""}"
¿por qué aumentaron los transacciones en el último trimestre?,EXPLAIN,"{""intent"": ""EXPLAIN"", ""entity"": ""pago"", ""metric"": ""tasa_rechazo"", ""group_by"": ""none"", ""filters"": {""zona"": ""sur""}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""text""}"
Gráfico de líneas de emergencias esta semana?,TREND,"{""intent"": ""TREND"", ""entity"": ""incidente"", ""metric"": ""total_ingresos"", ""group_by"": ""time"", ""filters"": {""tipo_codigo"": ""BATERIA""}, ""time_range"": ""ultima_semana"", ""visualization"": ""line""}"
¿cuál es la cantidad de servicios asignados la última semana?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""asignacion"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""LLANTA""}, ""time_range"": ""ultima_semana"", ""visualization"": ""kpi_card""}"
Los establecimientos con mayor comisión de la plataforma?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""taller"", ""metric"": ""total_comisiones"", ""group_by"": ""none"", ""filters"": {""zona"": ""sur""}, ""time_range"": ""none"", ""limit"": 15, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
Cuéntame cuántos servicios asignados el día de hoy?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""asignacion"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""hoy"", ""visualization"": ""kpi_card""}"
Mapa de calor de emergencias de llanta el día de ayer?,MAP,"{""intent"": ""MAP"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {""tipo_codigo"": ""LLANTA""}, ""time_range"": ""ayer"", ""visualization"": ""map""}"
Muéstrame el comisiones totales hoy?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""taller"", ""metric"": ""total_comisiones"", ""group_by"": ""taller_id"", ""filters"": {}, ""time_range"": ""hoy"", ""visualization"": ""bar""}"
¿cómo se distribuyen geográficamente los talleres del centro?,MAP,"{""intent"": ""MAP"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {""zona"": ""centro""}, ""time_range"": ""ayer"", ""visualization"": ""map""}"
Dame el ranking de mecánicos por total de ingresos?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""tecnico"", ""metric"": ""total_ingresos"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""LLANTA""}, ""time_range"": ""none"", ""limit"": 25, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
El porcentaje de rechazos de los reportes esta semana?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""incidente"", ""metric"": ""tasa_rechazo"", ""group_by"": ""hora"", ""filters"": {""tipo_codigo"": ""BATERIA""}, ""time_range"": ""ultima_semana"", ""visualization"": ""bar""}"
¿en qué zonas hay más incidentes media prioridad?,MAP,"{""intent"": ""MAP"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {""prioridad"": ""MEDIA""}, ""time_range"": ""ultima_semana"", ""visualization"": ""map""}"
Dime el comisiones totales de los cobros?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""pago"", ""metric"": ""total_comisiones"", ""group_by"": ""semana"", ""filters"": {}, ""time_range"": ""ayer"", ""visualization"": ""bar""}"
Lista los mecánicos el día de ayer?,LIST,"{""intent"": ""LIST"", ""entity"": ""tecnico"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ayer"", ""limit"": 50, ""visualization"": ""table""}"
¿cómo evolucionó el suma de montos de los asignaciones en la última semana?,TREND,"{""intent"": ""TREND"", ""entity"": ""asignacion"", ""metric"": ""sum_monto"", ""group_by"": ""time"", ""filters"": {}, ""time_range"": ""ultima_semana"", ""visualization"": ""line""}"
¿cuántas servicios asignados por pinchazo hubo ayer?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""asignacion"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""LLANTA""}, ""time_range"": ""ayer"", ""visualization"": ""kpi_card""}"
El total de técnicos en el último año?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""tecnico"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_anio"", ""visualization"": ""kpi_card""}"
¿cómo está el cuánto tardan en llegar de los incidentes resueltos?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""incidente"", ""metric"": ""avg_llegada"", ""group_by"": ""semana"", ""filters"": {""estado"": ""FINALIZADO""}, ""time_range"": ""ultimo_anio"", ""visualization"": ""bar""}"
Mapa de talleres con flat tire?,MAP,"{""intent"": ""MAP"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {""tipo_codigo"": ""LLANTA""}, ""time_range"": ""ayer"", ""visualization"": ""map""}"
Necesito saber el calificación promedio cada semana de otro tipo durante el último mes?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""tecnico"", ""metric"": ""avg_calificacion"", ""group_by"": ""semana"", ""filters"": {""tipo_codigo"": ""OTROS""}, ""time_range"": ""ultimo_mes"", ""visualization"": ""bar""}"
¿cuál es el puntuación promedio mensualmente el día de ayer?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""pago"", ""metric"": ""avg_calificacion"", ""group_by"": ""mes"", ""filters"": {}, ""time_range"": ""ayer"", ""visualization"": ""bar""}"
Tendencia de servicios asignados en el tiempo?,TREND,"{""intent"": ""TREND"", ""entity"": ""asignacion"", ""metric"": ""total_ingresos"", ""group_by"": ""time"", ""filters"": {}, ""time_range"": ""ultimo_anio"", ""visualization"": ""line""}"
¿cuál es la evolución de pagos en la última semana?,TREND,"{""intent"": ""TREND"", ""entity"": ""pago"", ""metric"": ""tasa_rechazo"", ""group_by"": ""time"", ""filters"": {""tipo_codigo"": ""BATERIA""}, ""time_range"": ""ultima_semana"", ""visualization"": ""line""}"
¿qué tendencia muestran los reportes la última semana?,TREND,"{""intent"": ""TREND"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""time"", ""filters"": {""tipo_codigo"": ""MOTOR""}, ""time_range"": ""ultima_semana"", ""visualization"": ""line""}"
¿dónde están los casos con pago completado?,MAP,"{""intent"": ""MAP"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {""estado"": ""PAGADO""}, ""time_range"": ""ultimo_anio"", ""visualization"": ""map""}"
Dame el ranking de incidentes por cuánto se ha facturado?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""incidente"", ""metric"": ""total_ingresos"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""limit"": 5, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
El comisiones totales de los auxiliares el día de hoy?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""tecnico"", ""metric"": ""total_comisiones"", ""group_by"": ""zona"", ""filters"": {}, ""time_range"": ""hoy"", ""visualization"": ""bar""}"
¿cómo se comportó el número de del último trimestre?,TREND,"{""intent"": ""TREND"", ""entity"": ""pago"", ""metric"": ""count"", ""group_by"": ""time"", ""filters"": {""tipo_codigo"": ""MOTOR""}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""line""}"
¿cuál es el tiempo medio de asignación de los cobros durante el año?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""pago"", ""metric"": ""avg_asignacion"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_anio"", ""visualization"": ""kpi_card""}"
Necesito saber el razón de rechazo por geolocalización zona central el último trimestre?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""pago"", ""metric"": ""tasa_rechazo"", ""group_by"": ""zona"", ""filters"": {""zona"": ""centro""}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""bar""}"
¿cómo va el calificación media este mes?,TREND,"{""intent"": ""TREND"", ""entity"": ""incidente"", ""metric"": ""avg_calificacion"", ""group_by"": ""time"", ""filters"": {}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""line""}"
Dame el conteo de pagos el día de hoy?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""pago"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""hoy"", ""visualization"": ""kpi_card""}"
Dime el total de transacciones en el último año?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""pago"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_anio"", ""visualization"": ""kpi_card""}"
Dame el listado de servicios asignados del último trimestre?,LIST,"{""intent"": ""LIST"", ""entity"": ""asignacion"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_trimestre"", ""limit"": 10, ""visualization"": ""table""}"
Ranking de talleres de batería por porcentaje de rechazos?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""taller"", ""metric"": ""tasa_rechazo"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""BATERIA""}, ""time_range"": ""none"", ""limit"": 25, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
¿cuántos incidentes hubo en total en 2026?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""zona"": ""sur""}, ""time_range"": ""ultimo_anio"", ""visualization"": ""kpi_card""}"
¿qué tiempo medio de llegada se registra por día en el día de hoy?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""pago"", ""metric"": ""avg_llegada"", ""group_by"": ""dia"", ""filters"": {}, ""time_range"": ""hoy"", ""visualization"": ""bar""}"
¿qué causó el cambio en monto total del mes pasado?,EXPLAIN,"{""intent"": ""EXPLAIN"", ""entity"": ""incidente"", ""metric"": ""sum_monto"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""OTROS""}, ""time_range"": ""ultimo_mes"", ""visualization"": ""text""}"
Mapa de establecimientos zona central?,MAP,"{""intent"": ""MAP"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {""zona"": ""centro""}, ""time_range"": ""ayer"", ""visualization"": ""map""}"
Mapa de talleres?,MAP,"{""intent"": ""MAP"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {}, ""time_range"": ""hoy"", ""visualization"": ""map""}"
Calcula el total de auxiliares de batería descargada el último mes?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""tecnico"", ""metric"": ""count"", ""group_by"": ""tipo_codigo"", ""filters"": {""tipo_codigo"": ""BATERIA""}, ""time_range"": ""ultimo_mes"", ""visualization"": ""bar""}"
Gráfica de tendencia de incidentes de batería descargada el último trimestre?,TREND,"{""intent"": ""TREND"", ""entity"": ""incidente"", ""metric"": ""tasa_rechazo"", ""group_by"": ""time"", ""filters"": {""tipo_codigo"": ""BATERIA""}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""line""}"
